client_id,session_id,hit_timestamp,page_path,previous_page_path
u0100,s0100,2024-01-02 04:17:01,/home,/product
u0100,s0100,2024-01-02 04:17:15,/checkout,/home
u0100,s0100,2024-01-02 04:18:04,/checkout,/checkout
u0100,s0100,2024-01-02 04:18:35,/exit,/checkout
u0101,s0101,2024-01-01 10:13:00,/home,
u0101,s0101,2024-01-01 10:13:22,/product,/home
u0101,s0101,2024-01-01 10:13:45,/exit,/product
u0102,s0102,2024-01-01 17:24:00,/checkout,
u0102,s0102,2024-01-01 17:24:27,/product,/checkout
u0102,s0102,2024-01-01 17:24:55,/product,/product
u0102,s0102,2024-01-01 17:25:29,/exit,/product
u0103,s0103,2024-01-01 21:03:00,/cart,
u0103,s0103,2024-01-01 21:03:23,/home,/cart
u0103,s0103,2024-01-01 21:04:22,/exit,/home
u0104,s0104,2024-01-01 22:33:00,/search,
u0104,s0104,2024-01-01 22:33:18,/checkout,/search
u0104,s0104,2024-01-01 22:34:15,/search,/checkout
u0104,s0104,2024-01-01 22:34:31,/exit,/search
u0105,s0105,2024-01-02 01:23:00,/search,
u0105,s0105,2024-01-02 01:23:59,/home,/search
u0105,s0105,2024-01-02 01:24:55,/search,/home
u0105,s0105,2024-01-02 01:25:04,/product,/search
u0106,s0106,2024-01-02 09:41:00,/exit,
u0107,s0107,2024-01-01 19:04:00,/search,
u0107,s0107,2024-01-01 19:04:41,/search,/search
u0107,s0107,2024-01-01 19:05:27,/exit,/search
u0108,s0108,2024-01-02 02:43:00,/home,
u0108,s0108,2024-01-02 02:43:17,/product,/home
u0108,s0108,2024-01-02 02:44:16,/product,/product
u0108,s0108,2024-01-02 02:44:27,/checkout,/product
u0108,s0108,2024-01-02 02:45:21,/checkout,/checkout
u0108,s0108,2024-01-02 02:45:51,/product,/checkout
u0108,s0108,2024-01-02 02:45:56,/exit,/product
u0109,s0109,2024-01-01 19:18:00,/cart,
u0109,s0109,2024-01-01 19:18:40,/search,/cart
u0109,s0109,2024-01-01 19:19:34,/exit,/search
u0110,s0110,2024-01-01 13:40:00,/checkout,
u0110,s0110,2024-01-01 13:40:25,/product,/checkout
u0110,s0110,2024-01-01 13:40:49,/cart,/product
u0110,s0110,2024-01-01 13:40:59,/cart,/cart
u0110,s0110,2024-01-01 13:41:06,/product,/cart
u0110,s0110,2024-01-01 13:41:38,/product,/product
u0110,s0110,2024-01-01 13:42:04,/checkout,/product
u0111,s0111,2024-01-01 20:53:00,/exit,
u0112,s0112,2024-01-02 09:04:00,/checkout,
u0112,s0112,2024-01-02 09:04:15,/exit,/checkout
u0113,s0113,2024-01-01 11:47:00,/exit,
u0114,s0114,2024-01-01 23:44:00,/cart,
u0114,s0114,2024-01-01 23:44:27,/home,/cart
u0114,s0114,2024-01-01 23:45:16,/cart,/home
u0114,s0114,2024-01-01 23:45:28,/product,/cart
u0114,s0114,2024-01-01 23:45:44,/home,/product
u0114,s0114,2024-01-01 23:45:52,/checkout,/home
u0114,s0114,2024-01-01 23:46:34,/product,/checkout
u0115,s0115,2024-01-01 13:16:00,/home,
u0115,s0115,2024-01-01 13:16:45,/search,/home
u0115,s0115,2024-01-01 13:16:58,/checkout,/search
u0115,s0115,2024-01-01 13:17:44,/cart,/checkout
u0115,s0115,2024-01-01 13:18:24,/exit,/cart
u0116,s0116,2024-01-01 17:17:00,/search,
u0116,s0116,2024-01-01 17:17:59,/checkout,/search
u0116,s0116,2024-01-01 17:18:26,/checkout,/checkout
u0117,s0117,2024-01-01 20:32:00,/product,
u0117,s0117,2024-01-01 20:32:15,/checkout,/product
u0117,s0117,2024-01-01 20:33:12,/home,/checkout
u0117,s0117,2024-01-01 20:33:48,/home,/home
u0117,s0117,2024-01-01 20:34:22,/exit,/home
u0118,s0118,2024-01-02 01:02:00,/exit,
u0119,s0119,2024-01-01 11:53:00,/product,
u0119,s0119,2024-01-01 11:53:25,/checkout,/product
u0119,s0119,2024-01-01 11:53:30,/search,/checkout
u0119,s0119,2024-01-01 11:53:44,/search,/search
u0119,s0119,2024-01-01 11:54:28,/search,/search
u0119,s0119,2024-01-01 11:55:28,/search,/search
u0120,s0120,2024-01-01 10:15:00,/product,
u0120,s0120,2024-01-01 10:15:30,/home,/product
u0120,s0120,2024-01-01 10:15:54,/checkout,/home
u0121,s0121,2024-01-01 17:16:00,/home,
u0121,s0121,2024-01-01 17:16:50,/product,/home
u0121,s0121,2024-01-01 17:17:25,/search,/product
u0121,s0121,2024-01-01 17:17:37,/exit,/search
u0122,s0122,2024-01-01 19:44:00,/cart,
u0122,s0122,2024-01-01 19:44:31,/home,/cart
u0122,s0122,2024-01-01 19:45:24,/cart,/home
u0122,s0122,2024-01-01 19:45:55,/cart,/cart
u0122,s0122,2024-01-01 19:46:20,/search,/cart
u0123,s0123,2024-01-01 23:47:00,/checkout,
u0123,s0123,2024-01-01 23:47:18,/product,/checkout
u0123,s0123,2024-01-01 23:47:37,/checkout,/product
u0123,s0123,2024-01-01 23:47:59,/exit,/checkout
u0124,s0124,2024-01-01 11:52:00,/exit,
u0125,s0125,2024-01-01 13:47:00,/product,
u0125,s0125,2024-01-01 13:47:17,/search,/product
u0125,s0125,2024-01-01 13:47:35,/home,/search
u0125,s0125,2024-01-01 13:48:06,/product,/home
u0125,s0125,2024-01-01 13:48:38,/exit,/product
u0126,s0126,2024-01-01 18:21:00,/home,
u0126,s0126,2024-01-01 18:21:20,/home,/home
u0126,s0126,2024-01-01 18:21:41,/product,/home
u0126,s0126,2024-01-01 18:22:41,/checkout,/product
u0127,s0127,2024-01-02 07:08:00,/home,
u0127,s0127,2024-01-02 07:08:53,/checkout,/home
u0127,s0127,2024-01-02 07:09:53,/exit,/checkout
u0128,s0128,2024-01-02 09:22:00,/search,
u0128,s0128,2024-01-02 09:22:47,/checkout,/search
u0128,s0128,2024-01-02 09:23:45,/exit,/checkout
u0129,s0129,2024-01-01 17:29:00,/checkout,
u0129,s0129,2024-01-01 17:29:13,/exit,/checkout
u0130,s0130,2024-01-01 19:12:00,/home,
u0130,s0130,2024-01-01 19:12:19,/cart,/home
u0130,s0130,2024-01-01 19:13:08,/product,/cart
u0130,s0130,2024-01-01 19:13:33,/product,/product
u0130,s0130,2024-01-01 19:14:17,/checkout,/product
u0131,s0131,2024-01-02 03:44:00,/product,
u0131,s0131,2024-01-02 03:44:58,/product,/product
u0131,s0131,2024-01-02 03:45:07,/search,/product
u0131,s0131,2024-01-02 03:45:44,/cart,/search
u0131,s0131,2024-01-02 03:46:32,/exit,/cart
u0132,s0132,2024-01-02 09:47:00,/home,
u0132,s0132,2024-01-02 09:47:25,/exit,/home
u0133,s0133,2024-01-02 00:38:00,/product,
u0133,s0133,2024-01-02 00:38:20,/exit,/product
u0134,s0134,2024-01-01 23:43:00,/product,
u0134,s0134,2024-01-01 23:43:26,/search,/product
u0134,s0134,2024-01-01 23:43:57,/checkout,/search
u0134,s0134,2024-01-01 23:44:52,/cart,/checkout
u0134,s0134,2024-01-01 23:45:24,/search,/cart
u0135,s0135,2024-01-02 05:38:00,/search,
u0135,s0135,2024-01-02 05:38:47,/home,/search
u0135,s0135,2024-01-02 05:39:28,/cart,/home
u0135,s0135,2024-01-02 05:40:18,/cart,/cart
u0135,s0135,2024-01-02 05:41:03,/checkout,/cart
u0135,s0135,2024-01-02 05:41:24,/home,/checkout
u0135,s0135,2024-01-02 05:42:00,/home,/home
u0135,s0135,2024-01-02 05:42:25,/checkout,/home
u0136,s0136,2024-01-01 13:33:00,/checkout,
u0136,s0136,2024-01-01 13:33:14,/cart,/checkout
u0136,s0136,2024-01-01 13:33:29,/checkout,/cart
u0136,s0136,2024-01-01 13:34:13,/search,/checkout
u0136,s0136,2024-01-01 13:34:49,/product,/search
u0136,s0136,2024-01-01 13:35:35,/home,/product
u0136,s0136,2024-01-01 13:35:48,/home,/home
u0136,s0136,2024-01-01 13:36:34,/cart,/home
u0136,s0136,2024-01-01 13:37:12,/exit,/cart
u0137,s0137,2024-01-01 13:14:00,/exit,
u0138,s0138,2024-01-02 00:31:00,/exit,
u0139,s0139,2024-01-01 12:18:00,/cart,
u0139,s0139,2024-01-01 12:18:55,/cart,/cart
u0139,s0139,2024-01-01 12:19:11,/search,/cart
u0139,s0139,2024-01-01 12:19:35,/cart,/search
u0139,s0139,2024-01-01 12:20:02,/search,/cart
